brand_family,pack,subcanal,unidades_bulto
Temple,1/2 Lts-Cans,Vinoteca,6
Temple,1/2 Lts-Cans,Autoservicio Cadena,24
Temple,1/2 Lts-Cans,Autoservicio Independiente,24
Temple,20 Lts-Barrel,Autoservicio Cadena,1
Temple,20 Lts-Barrel,Autoservicio Independiente,1
Temple,20 Lts-Barrel,Kiosco Despensa,1
Temple,20 Lts-Barrel,Kiosco Bar,1
Temple,20 Lts-Barrel,Almacen Autoservice,1
Temple,20 Lts-Barrel,Almacen,1
Temple,20 Lts-Barrel,Kiosco/maxikiosco,1
Temple,20 Lts-Barrel,Tienda De Bebidas,1
Temple,20 Lts-Barrel,Carniceria/polleria,1
Temple,20 Lts-Barrel,Carniceria Premium,1
Temple,20 Lts-Barrel,Casa De Pastas,1
Temple,20 Lts-Barrel,Dietetica,1
Temple,20 Lts-Barrel,Farmacia,1
Temple,20 Lts-Barrel,Fiambreria/queseria,1
Temple,20 Lts-Barrel,Otros K+t,1
Temple,20 Lts-Barrel,Panaderia / Pasteleria,1
Temple,20 Lts-Barrel,Pescaderia,1
Temple,20 Lts-Barrel,Rotiseria/com P Llevar,1
Temple,20 Lts-Barrel,Verduleria,1
Temple,20 Lts-Barrel,Vinoteca,1
bajo cero,1 Lts-Bottle-RET,Autoservicio Cadena,12
bajo cero,1 Lts-Bottle-RET,Autoservicio Independiente,12
bajo cero,1 Lts-Bottle-RET,Kiosco Despensa,12
bajo cero,1 Lts-Bottle-RET,Kiosco Bar,12
bajo cero,1 Lts-Bottle-RET,Almacen Autoservice,12
bajo cero,1 Lts-Bottle-RET,Almacen,12
bajo cero,1 Lts-Bottle-RET,Kiosco/maxikiosco,12
bajo cero,1 Lts-Bottle-RET,Tienda De Bebidas,12
bajo cero,1 Lts-Bottle-RET,Carniceria/polleria,12
bajo cero,1 Lts-Bottle-RET,Carniceria Premium,12
bajo cero,1 Lts-Bottle-RET,Casa De Pastas,12
bajo cero,1 Lts-Bottle-RET,Dietetica,12
bajo cero,1 Lts-Bottle-RET,Farmacia,12
bajo cero,1 Lts-Bottle-RET,Fiambreria/queseria,12
bajo cero,1 Lts-Bottle-RET,Otros K+t,12
bajo cero,1 Lts-Bottle-RET,Panaderia / Pasteleria,12
bajo cero,1 Lts-Bottle-RET,Pescaderia,12
bajo cero,1 Lts-Bottle-RET,Rotiseria/com P Llevar,12
bajo cero,1 Lts-Bottle-RET,Verduleria,12
bajo cero,1 Lts-Bottle-RET,Vinoteca,12
bajo cero,1.2 Lts-Bottle-RET,Autoservicio Cadena,10
bajo cero,1.2 Lts-Bottle-RET,Autoservicio Independiente,10
bajo cero,1.2 Lts-Bottle-RET,Kiosco Despensa,10
bajo cero,1.2 Lts-Bottle-RET,Kiosco Bar,10
bajo cero,1.2 Lts-Bottle-RET,Almacen Autoservice,10
bajo cero,1.2 Lts-Bottle-RET,Almacen,10
bajo cero,1.2 Lts-Bottle-RET,Kiosco/maxikiosco,10
bajo cero,1.2 Lts-Bottle-RET,Tienda De Bebidas,10
bajo cero,1.2 Lts-Bottle-RET,Carniceria/polleria,10
bajo cero,1.2 Lts-Bottle-RET,Carniceria Premium,10
bajo cero,1.2 Lts-Bottle-RET,Casa De Pastas,10
bajo cero,1.2 Lts-Bottle-RET,Dietetica,10
bajo cero,1.2 Lts-Bottle-RET,Farmacia,10
bajo cero,1.2 Lts-Bottle-RET,Fiambreria/queseria,10
bajo cero,1.2 Lts-Bottle-RET,Otros K+t,10
bajo cero,1.2 Lts-Bottle-RET,Panaderia / Pasteleria,10
bajo cero,1.2 Lts-Bottle-RET,Pescaderia,10
bajo cero,1.2 Lts-Bottle-RET,Rotiseria/com P Llevar,10
bajo cero,1.2 Lts-Bottle-RET,Verduleria,10
bajo cero,1.2 Lts-Bottle-RET,Vinoteca,10
